name,path,description,external_url,background_color,Background,Backhair,Body,Face,Fronthair
Love Addicted Girl #316,https://love-addicted-girls.s3.amazonaws.com/images/0316.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,hime2,casino1,cocktail3,hime2
Love Addicted Girl #317,https://love-addicted-girls.s3.amazonaws.com/images/0317.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,gal,maid2,gal2,gal
Love Addicted Girl #318,https://love-addicted-girls.s3.amazonaws.com/images/0318.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,odango,maid1,kira3,odango
Love Addicted Girl #319,https://love-addicted-girls.s3.amazonaws.com/images/0319.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,zero,swim2,basic1,zero
Love Addicted Girl #320,https://love-addicted-girls.s3.amazonaws.com/images/0320.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,hime,wafuku1,cocktail2,hime
Love Addicted Girl #321,https://love-addicted-girls.s3.amazonaws.com/images/0321.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_kurotsuki3,odango,swim1,cocktail1,odango
Love Addicted Girl #322,https://love-addicted-girls.s3.amazonaws.com/images/0322.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,twintail,caba2,kira3,twintail
Love Addicted Girl #323,https://love-addicted-girls.s3.amazonaws.com/images/0323.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,hime,wafuku2,cocktail3,hime
Love Addicted Girl #324,https://love-addicted-girls.s3.amazonaws.com/images/0324.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,twintail,wafuku2,cocktail1,twintail
Love Addicted Girl #325,https://love-addicted-girls.s3.amazonaws.com/images/0325.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_kurotuki,cocktail,sweet2,basic1,cocktail
Love Addicted Girl #326,https://love-addicted-girls.s3.amazonaws.com/images/0326.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_moon,odango,shifuku,ero1,odango
Love Addicted Girl #327,https://love-addicted-girls.s3.amazonaws.com/images/0327.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,cocktail,shifuku,kira3,cocktail
Love Addicted Girl #328,https://love-addicted-girls.s3.amazonaws.com/images/0328.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_kurotuki,twintail,cab1,gal2,twintail
Love Addicted Girl #329,https://love-addicted-girls.s3.amazonaws.com/images/0329.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,odango,shifuku3,basic1,odango
Love Addicted Girl #330,https://love-addicted-girls.s3.amazonaws.com/images/0330.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,gal,sakyubasu1,gal3,gal
Love Addicted Girl #331,https://love-addicted-girls.s3.amazonaws.com/images/0331.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,zero,shifuku2,kira2,zero
Love Addicted Girl #332,https://love-addicted-girls.s3.amazonaws.com/images/0332.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,twintail,cab1,cocktail1,twintail
Love Addicted Girl #333,https://love-addicted-girls.s3.amazonaws.com/images/0333.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime2,casino1,cocktail3,hime2
Love Addicted Girl #334,https://love-addicted-girls.s3.amazonaws.com/images/0334.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,gal,loli1,cocktail1,gal
Love Addicted Girl #335,https://love-addicted-girls.s3.amazonaws.com/images/0335.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,odango,cab1,cocktail1,odango
Love Addicted Girl #336,https://love-addicted-girls.s3.amazonaws.com/images/0336.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,cocktail,loli2,gal3,cocktail
Love Addicted Girl #337,https://love-addicted-girls.s3.amazonaws.com/images/0337.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_kurotuki,hime,caba2,cocktail1,hime
Love Addicted Girl #338,https://love-addicted-girls.s3.amazonaws.com/images/0338.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,odango,swim1,kira1,odango
Love Addicted Girl #339,https://love-addicted-girls.s3.amazonaws.com/images/0339.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,twintail,shifuku3,basic2,twintail
Love Addicted Girl #340,https://love-addicted-girls.s3.amazonaws.com/images/0340.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime2,shifuku3,kira2,hime2
Love Addicted Girl #341,https://love-addicted-girls.s3.amazonaws.com/images/0341.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,cocktail,sakyubasu1,cocktail1,cocktail
Love Addicted Girl #342,https://love-addicted-girls.s3.amazonaws.com/images/0342.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime2,maid1,kira2,hime2
Love Addicted Girl #343,https://love-addicted-girls.s3.amazonaws.com/images/0343.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,maid2,ero1,odango
Love Addicted Girl #344,https://love-addicted-girls.s3.amazonaws.com/images/0344.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,zero,wafuku1,kira1,zero
Love Addicted Girl #345,https://love-addicted-girls.s3.amazonaws.com/images/0345.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime,casino1,kira2,hime
Love Addicted Girl #346,https://love-addicted-girls.s3.amazonaws.com/images/0346.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,hime2,shifuku,ero1,hime2
Love Addicted Girl #347,https://love-addicted-girls.s3.amazonaws.com/images/0347.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,hime2,caba2,basic2,hime2
Love Addicted Girl #348,https://love-addicted-girls.s3.amazonaws.com/images/0348.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,twintail,maid2,cocktail1,twintail
Love Addicted Girl #349,https://love-addicted-girls.s3.amazonaws.com/images/0349.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_kurotsuki3,hime,shifuku,basic2,hime
Love Addicted Girl #350,https://love-addicted-girls.s3.amazonaws.com/images/0350.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,zero,loli2,kira1,zero
Love Addicted Girl #351,https://love-addicted-girls.s3.amazonaws.com/images/0351.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,cocktail,sakyubasu1,gal2,cocktail
Love Addicted Girl #352,https://love-addicted-girls.s3.amazonaws.com/images/0352.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,cocktail,swim1,kira3,cocktail
Love Addicted Girl #353,https://love-addicted-girls.s3.amazonaws.com/images/0353.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,odango,caba2,cocktail1,odango
Love Addicted Girl #354,https://love-addicted-girls.s3.amazonaws.com/images/0354.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,gal,loli2,kira2,gal
Love Addicted Girl #355,https://love-addicted-girls.s3.amazonaws.com/images/0355.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,odango,casino1,cocktail1,odango
Love Addicted Girl #356,https://love-addicted-girls.s3.amazonaws.com/images/0356.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,gal,wafuku1,kira1,gal
Love Addicted Girl #357,https://love-addicted-girls.s3.amazonaws.com/images/0357.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime,wafuku2,kira1,hime
Love Addicted Girl #358,https://love-addicted-girls.s3.amazonaws.com/images/0358.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,twintail,maid2,cocktail3,twintail
Love Addicted Girl #359,https://love-addicted-girls.s3.amazonaws.com/images/0359.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,sweet2,kira2,odango
Love Addicted Girl #360,https://love-addicted-girls.s3.amazonaws.com/images/0360.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,twintail,casino1,gal2,twintail
Love Addicted Girl #361,https://love-addicted-girls.s3.amazonaws.com/images/0361.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,gal,sweet2,cocktail3,gal
Love Addicted Girl #362,https://love-addicted-girls.s3.amazonaws.com/images/0362.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,hime,shifuku3,cocktail3,hime
Love Addicted Girl #363,https://love-addicted-girls.s3.amazonaws.com/images/0363.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,odango,casino2,gal3,odango
Love Addicted Girl #364,https://love-addicted-girls.s3.amazonaws.com/images/0364.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,twintail,sweet2,gal2,twintail
Love Addicted Girl #365,https://love-addicted-girls.s3.amazonaws.com/images/0365.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,twintail,casino1,gal2,twintail
Love Addicted Girl #366,https://love-addicted-girls.s3.amazonaws.com/images/0366.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,twintail,casino2,kira3,twintail
Love Addicted Girl #367,https://love-addicted-girls.s3.amazonaws.com/images/0367.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,odango,casino1,kira1,odango
Love Addicted Girl #368,https://love-addicted-girls.s3.amazonaws.com/images/0368.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,loli1,basic1,odango
Love Addicted Girl #369,https://love-addicted-girls.s3.amazonaws.com/images/0369.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,twintail,caba2,gal3,twintail
Love Addicted Girl #370,https://love-addicted-girls.s3.amazonaws.com/images/0370.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,hime2,maid2,ero1,hime2
Love Addicted Girl #371,https://love-addicted-girls.s3.amazonaws.com/images/0371.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,odango,wafuku1,kira2,odango
Love Addicted Girl #372,https://love-addicted-girls.s3.amazonaws.com/images/0372.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime2,wafuku1,ero1,hime2
Love Addicted Girl #373,https://love-addicted-girls.s3.amazonaws.com/images/0373.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,odango,sakyubasu1,cocktail1,odango
Love Addicted Girl #374,https://love-addicted-girls.s3.amazonaws.com/images/0374.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,twintail,maid1,ero2,twintail
Love Addicted Girl #375,https://love-addicted-girls.s3.amazonaws.com/images/0375.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,hime2,caba2,cocktail3,hime2
Love Addicted Girl #376,https://love-addicted-girls.s3.amazonaws.com/images/0376.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,cocktail,swim1,kira1,cocktail
Love Addicted Girl #377,https://love-addicted-girls.s3.amazonaws.com/images/0377.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,gal,swim2,ero1,gal
Love Addicted Girl #378,https://love-addicted-girls.s3.amazonaws.com/images/0378.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,zero,shifuku,kira1,zero
Love Addicted Girl #379,https://love-addicted-girls.s3.amazonaws.com/images/0379.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,cocktail,caba2,basic1,cocktail
Love Addicted Girl #380,https://love-addicted-girls.s3.amazonaws.com/images/0380.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime,sweet2,cocktail1,hime
Love Addicted Girl #381,https://love-addicted-girls.s3.amazonaws.com/images/0381.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,gal,wafuku2,cocktail1,gal
Love Addicted Girl #382,https://love-addicted-girls.s3.amazonaws.com/images/0382.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,gal,casino2,kira2,gal
Love Addicted Girl #383,https://love-addicted-girls.s3.amazonaws.com/images/0383.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,odango,loli1,gal2,odango
Love Addicted Girl #384,https://love-addicted-girls.s3.amazonaws.com/images/0384.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,twintail,caba2,gal3,twintail
Love Addicted Girl #385,https://love-addicted-girls.s3.amazonaws.com/images/0385.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,twintail,sakyubasu1,cocktail2,twintail
Love Addicted Girl #386,https://love-addicted-girls.s3.amazonaws.com/images/0386.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,gal,shifuku3,kira3,gal
Love Addicted Girl #387,https://love-addicted-girls.s3.amazonaws.com/images/0387.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,odango,caba2,basic2,odango
Love Addicted Girl #388,https://love-addicted-girls.s3.amazonaws.com/images/0388.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,shifuku3,ero2,odango
Love Addicted Girl #389,https://love-addicted-girls.s3.amazonaws.com/images/0389.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,gal,wafuku1,ero1,gal
Love Addicted Girl #390,https://love-addicted-girls.s3.amazonaws.com/images/0390.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_moon,odango,cab1,gal3,odango
Love Addicted Girl #391,https://love-addicted-girls.s3.amazonaws.com/images/0391.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,hime2,maid1,kira2,hime2
Love Addicted Girl #392,https://love-addicted-girls.s3.amazonaws.com/images/0392.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,twintail,maid1,kira3,twintail
Love Addicted Girl #393,https://love-addicted-girls.s3.amazonaws.com/images/0393.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,twintail,casino1,kira1,twintail
Love Addicted Girl #394,https://love-addicted-girls.s3.amazonaws.com/images/0394.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime,casino1,cocktail3,hime
Love Addicted Girl #395,https://love-addicted-girls.s3.amazonaws.com/images/0395.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,hime2,casino2,kira2,hime2
Love Addicted Girl #396,https://love-addicted-girls.s3.amazonaws.com/images/0396.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,cocktail,shifuku3,cocktail3,cocktail
Love Addicted Girl #397,https://love-addicted-girls.s3.amazonaws.com/images/0397.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime,casino2,gal3,hime
Love Addicted Girl #398,https://love-addicted-girls.s3.amazonaws.com/images/0398.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime,maid2,basic1,hime
Love Addicted Girl #399,https://love-addicted-girls.s3.amazonaws.com/images/0399.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,zero,swim1,ero2,zero
Love Addicted Girl #400,https://love-addicted-girls.s3.amazonaws.com/images/0400.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,gal,shifuku,basic2,gal
Love Addicted Girl #401,https://love-addicted-girls.s3.amazonaws.com/images/0401.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,hime2,maid1,gal2,hime2
Love Addicted Girl #402,https://love-addicted-girls.s3.amazonaws.com/images/0402.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime,loli2,kira3,hime
Love Addicted Girl #403,https://love-addicted-girls.s3.amazonaws.com/images/0403.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime2,swim2,kira2,hime2
Love Addicted Girl #404,https://love-addicted-girls.s3.amazonaws.com/images/0404.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,twintail,loli2,basic1,twintail
Love Addicted Girl #405,https://love-addicted-girls.s3.amazonaws.com/images/0405.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,zero,casino2,gal3,zero
Love Addicted Girl #406,https://love-addicted-girls.s3.amazonaws.com/images/0406.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,zero,shifuku,cocktail1,zero
Love Addicted Girl #407,https://love-addicted-girls.s3.amazonaws.com/images/0407.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,cocktail,loli2,kira3,cocktail
Love Addicted Girl #408,https://love-addicted-girls.s3.amazonaws.com/images/0408.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,gal,swim1,cocktail3,gal
Love Addicted Girl #409,https://love-addicted-girls.s3.amazonaws.com/images/0409.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,twintail,cab1,basic2,twintail
Love Addicted Girl #410,https://love-addicted-girls.s3.amazonaws.com/images/0410.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,cocktail,swim1,basic2,cocktail
Love Addicted Girl #411,https://love-addicted-girls.s3.amazonaws.com/images/0411.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,twintail,shifuku,kira3,twintail
Love Addicted Girl #412,https://love-addicted-girls.s3.amazonaws.com/images/0412.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,odango,loli2,gal2,odango
Love Addicted Girl #413,https://love-addicted-girls.s3.amazonaws.com/images/0413.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,hime,swim2,cocktail2,hime
Love Addicted Girl #414,https://love-addicted-girls.s3.amazonaws.com/images/0414.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,cocktail,cab1,ero2,cocktail
Love Addicted Girl #415,https://love-addicted-girls.s3.amazonaws.com/images/0415.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,gal,sweet2,basic1,gal
Love Addicted Girl #416,https://love-addicted-girls.s3.amazonaws.com/images/0416.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,hime2,maid1,cocktail3,hime2
Love Addicted Girl #417,https://love-addicted-girls.s3.amazonaws.com/images/0417.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,cocktail,wafuku2,gal3,cocktail
Love Addicted Girl #418,https://love-addicted-girls.s3.amazonaws.com/images/0418.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_moon,twintail,swim1,basic2,twintail
Love Addicted Girl #419,https://love-addicted-girls.s3.amazonaws.com/images/0419.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,twintail,shifuku,cocktail2,twintail
Love Addicted Girl #420,https://love-addicted-girls.s3.amazonaws.com/images/0420.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime,caba2,cocktail3,hime
Love Addicted Girl #421,https://love-addicted-girls.s3.amazonaws.com/images/0421.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,hime,loli2,gal3,hime
Love Addicted Girl #422,https://love-addicted-girls.s3.amazonaws.com/images/0422.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime,swim1,kira3,hime
Love Addicted Girl #423,https://love-addicted-girls.s3.amazonaws.com/images/0423.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,cocktail,sweet2,ero2,cocktail
Love Addicted Girl #424,https://love-addicted-girls.s3.amazonaws.com/images/0424.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,twintail,swim1,basic1,twintail
Love Addicted Girl #425,https://love-addicted-girls.s3.amazonaws.com/images/0425.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,loli2,cocktail2,odango
Love Addicted Girl #426,https://love-addicted-girls.s3.amazonaws.com/images/0426.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,hime2,casino2,gal2,hime2
Love Addicted Girl #427,https://love-addicted-girls.s3.amazonaws.com/images/0427.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime2,wafuku1,kira3,hime2
Love Addicted Girl #428,https://love-addicted-girls.s3.amazonaws.com/images/0428.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,zero,cab1,basic1,zero
Love Addicted Girl #429,https://love-addicted-girls.s3.amazonaws.com/images/0429.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_kurotuki,hime2,maid2,ero2,hime2
Love Addicted Girl #430,https://love-addicted-girls.s3.amazonaws.com/images/0430.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,loli1,cocktail3,odango
Love Addicted Girl #431,https://love-addicted-girls.s3.amazonaws.com/images/0431.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,gal,shifuku,gal3,gal
Love Addicted Girl #432,https://love-addicted-girls.s3.amazonaws.com/images/0432.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_kurotuki,hime,swim1,basic2,hime
Love Addicted Girl #433,https://love-addicted-girls.s3.amazonaws.com/images/0433.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_lantern,hime2,casino2,basic2,hime2
Love Addicted Girl #434,https://love-addicted-girls.s3.amazonaws.com/images/0434.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_moon,zero,casino1,ero2,zero
Love Addicted Girl #435,https://love-addicted-girls.s3.amazonaws.com/images/0435.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,gal,maid2,kira3,gal
Love Addicted Girl #436,https://love-addicted-girls.s3.amazonaws.com/images/0436.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,zero,shifuku,ero1,zero
Love Addicted Girl #437,https://love-addicted-girls.s3.amazonaws.com/images/0437.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,shifuku,ero1,odango
Love Addicted Girl #438,https://love-addicted-girls.s3.amazonaws.com/images/0438.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,odango,loli1,basic1,odango
Love Addicted Girl #439,https://love-addicted-girls.s3.amazonaws.com/images/0439.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,odango,casino2,gal2,odango
Love Addicted Girl #440,https://love-addicted-girls.s3.amazonaws.com/images/0440.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime2,loli1,kira2,hime2
Love Addicted Girl #441,https://love-addicted-girls.s3.amazonaws.com/images/0441.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,gal,wafuku1,basic1,gal
Love Addicted Girl #442,https://love-addicted-girls.s3.amazonaws.com/images/0442.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,hime2,cab1,kira2,hime2
Love Addicted Girl #443,https://love-addicted-girls.s3.amazonaws.com/images/0443.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,zero,wafuku2,kira3,zero
Love Addicted Girl #444,https://love-addicted-girls.s3.amazonaws.com/images/0444.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,cocktail,shifuku3,gal2,cocktail
Love Addicted Girl #445,https://love-addicted-girls.s3.amazonaws.com/images/0445.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime,wafuku1,cocktail2,hime
Love Addicted Girl #446,https://love-addicted-girls.s3.amazonaws.com/images/0446.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime2,swim2,gal3,hime2
Love Addicted Girl #447,https://love-addicted-girls.s3.amazonaws.com/images/0447.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_kurotsuki3,cocktail,maid2,kira3,cocktail
Love Addicted Girl #448,https://love-addicted-girls.s3.amazonaws.com/images/0448.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_kurotuki,hime2,loli2,gal3,hime2
Love Addicted Girl #449,https://love-addicted-girls.s3.amazonaws.com/images/0449.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,gal,shifuku,cocktail1,gal
Love Addicted Girl #450,https://love-addicted-girls.s3.amazonaws.com/images/0450.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,maid1,gal3,odango
Love Addicted Girl #451,https://love-addicted-girls.s3.amazonaws.com/images/0451.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_kurotuki,gal,loli1,cocktail2,gal
Love Addicted Girl #452,https://love-addicted-girls.s3.amazonaws.com/images/0452.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime2,loli2,ero1,hime2
Love Addicted Girl #453,https://love-addicted-girls.s3.amazonaws.com/images/0453.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime2,swim1,basic2,hime2
Love Addicted Girl #454,https://love-addicted-girls.s3.amazonaws.com/images/0454.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,twintail,shifuku3,kira2,twintail
Love Addicted Girl #455,https://love-addicted-girls.s3.amazonaws.com/images/0455.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime2,swim1,basic2,hime2
Love Addicted Girl #456,https://love-addicted-girls.s3.amazonaws.com/images/0456.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,cocktail,swim2,ero2,cocktail
Love Addicted Girl #457,https://love-addicted-girls.s3.amazonaws.com/images/0457.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,gal,loli1,cocktail3,gal
Love Addicted Girl #458,https://love-addicted-girls.s3.amazonaws.com/images/0458.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,hime2,sweet2,gal2,hime2
Love Addicted Girl #459,https://love-addicted-girls.s3.amazonaws.com/images/0459.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,maid1,kira1,odango
Love Addicted Girl #460,https://love-addicted-girls.s3.amazonaws.com/images/0460.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,hime2,caba2,ero2,hime2
Love Addicted Girl #461,https://love-addicted-girls.s3.amazonaws.com/images/0461.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,twintail,swim2,ero1,twintail
Love Addicted Girl #462,https://love-addicted-girls.s3.amazonaws.com/images/0462.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,odango,sweet2,gal3,odango
Love Addicted Girl #463,https://love-addicted-girls.s3.amazonaws.com/images/0463.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,twintail,shifuku3,gal2,twintail
Love Addicted Girl #464,https://love-addicted-girls.s3.amazonaws.com/images/0464.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,hime2,shifuku,cocktail1,hime2
